arm,input_unchanged,kind,path,seed,sha256_after,sha256_before,size_bytes,step
current_old_50_50,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0000/step_000000800000/rollout_summary.csv,0,a83f0af524ff5e21db361720afc847e75b5d1abcb857383600ea61790512eb48,a83f0af524ff5e21db361720afc847e75b5d1abcb857383600ea61790512eb48,3244404,800000
current_old_50_50,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0000/step_000000800000/summary.json,0,770c354cd95e43bb2658c88e8dbecb8dd4d6af850b7b4c0d19258c22f3b54982,770c354cd95e43bb2658c88e8dbecb8dd4d6af850b7b4c0d19258c22f3b54982,114153,800000
current_old_50_50,True,head_predictions,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0001/step_000000000000/predictions.npz,1,e9ef1388c40dd23dbccef8af6ca768b7ef6d218e05c4e94e506e783c37503027,e9ef1388c40dd23dbccef8af6ca768b7ef6d218e05c4e94e506e783c37503027,920955,0
current_old_50_50,True,head_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0001/step_000000000000/summary.json,1,c67e7ca1a5de471790bd277f1ca0ad03159d5c510121792e8e4e568e5b4e7881,c67e7ca1a5de471790bd277f1ca0ad03159d5c510121792e8e4e568e5b4e7881,72190,0
current_old_50_50,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0001/step_000000000000/rollout_summary.csv,1,8f8175cc360a6675284e3c595b6bdc994fcb90a7f8df062b808e0c7e44eba05f,8f8175cc360a6675284e3c595b6bdc994fcb90a7f8df062b808e0c7e44eba05f,1561903,0
current_old_50_50,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0001/step_000000000000/summary.json,1,84015af3011c3b94ba0db90e419c04ffb77b5e515e28381137ac9d26fdd9cf44,84015af3011c3b94ba0db90e419c04ffb77b5e515e28381137ac9d26fdd9cf44,94238,0
current_old_50_50,True,head_predictions,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0001/step_000000200000/predictions.npz,1,3bdf31a7617a3399a08073cecba48d7b03d809630a5d2d90ad1a83fdb667c010,3bdf31a7617a3399a08073cecba48d7b03d809630a5d2d90ad1a83fdb667c010,1811750,200000
current_old_50_50,True,head_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0001/step_000000200000/summary.json,1,1cff44286ca945349f35028ec97b2715162d230cd31c256a869e7762ba94a449,1cff44286ca945349f35028ec97b2715162d230cd31c256a869e7762ba94a449,100826,200000
current_old_50_50,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0001/step_000000200000/rollout_summary.csv,1,d1fa6be442a08dfe21c0ca75f545ea227ee9d85a1db5671d7e382151d4acf0e4,d1fa6be442a08dfe21c0ca75f545ea227ee9d85a1db5671d7e382151d4acf0e4,3427005,200000
current_old_50_50,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0001/step_000000200000/summary.json,1,e291e7366022c4e20663962da4cb271b3c7e2cb09adfbea1f6a6806fcd486060,e291e7366022c4e20663962da4cb271b3c7e2cb09adfbea1f6a6806fcd486060,114408,200000
current_old_50_50,True,head_predictions,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0001/step_000000400000/predictions.npz,1,6fb4f1f5ddadfe0e4a4e1008d80a047a5c91dabb548b5d5e78c0a588c848c414,6fb4f1f5ddadfe0e4a4e1008d80a047a5c91dabb548b5d5e78c0a588c848c414,1779540,400000
current_old_50_50,True,head_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0001/step_000000400000/summary.json,1,0d8bf232333ec98743049e111a91b3f57c26d98f5423ff11ecfe675ce4a70d92,0d8bf232333ec98743049e111a91b3f57c26d98f5423ff11ecfe675ce4a70d92,101724,400000
current_old_50_50,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0001/step_000000400000/rollout_summary.csv,1,c61043830f54cb5c973fd857db56261c92eb4c805273b9365416cf9f6f6b95d8,c61043830f54cb5c973fd857db56261c92eb4c805273b9365416cf9f6f6b95d8,3418559,400000
current_old_50_50,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0001/step_000000400000/summary.json,1,30ecc6947f0908ce243cb7b144dfa3a921ecafe6e3f7ad944d6ef6883f9ae307,30ecc6947f0908ce243cb7b144dfa3a921ecafe6e3f7ad944d6ef6883f9ae307,114612,400000
current_old_50_50,True,head_predictions,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0001/step_000000600000/predictions.npz,1,59bc62f11e605767b245c2c718d808b4696a47332ece3a39017fc2396fe10c38,59bc62f11e605767b245c2c718d808b4696a47332ece3a39017fc2396fe10c38,1794341,600000
current_old_50_50,True,head_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0001/step_000000600000/summary.json,1,76c7389ccb8b29251dd95f4c446292721f4192247bdcc60a610ddec06c3fe0ad,76c7389ccb8b29251dd95f4c446292721f4192247bdcc60a610ddec06c3fe0ad,101553,600000
current_old_50_50,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0001/step_000000600000/rollout_summary.csv,1,e0e88a2f1ba4f041f82d54a6a50b3ffad47cf8f6b56b80f258e7f650cdd3d4a5,e0e88a2f1ba4f041f82d54a6a50b3ffad47cf8f6b56b80f258e7f650cdd3d4a5,3380225,600000
current_old_50_50,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0001/step_000000600000/summary.json,1,51e9c9ad9f2c9a0ede59a709035d1fd0350779dce5da9d2e8f88a90201d64c47,51e9c9ad9f2c9a0ede59a709035d1fd0350779dce5da9d2e8f88a90201d64c47,114143,600000
current_old_50_50,True,head_predictions,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0001/step_000000800000/predictions.npz,1,19da0b35e3b98acbf04a0b3a4ee6e1b74ca538e4a6ba44e5ef6eb576bbf9971e,19da0b35e3b98acbf04a0b3a4ee6e1b74ca538e4a6ba44e5ef6eb576bbf9971e,1891532,800000
current_old_50_50,True,head_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0001/step_000000800000/summary.json,1,bb2b63ad26dd02552ccba7fb8d09e3dd7a805048eda0e0e5b3e12e6925b0f9b9,bb2b63ad26dd02552ccba7fb8d09e3dd7a805048eda0e0e5b3e12e6925b0f9b9,101751,800000
current_old_50_50,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0001/step_000000800000/rollout_summary.csv,1,848026cb5a112334531730bccd7bd5fe6f00b8e5b7ecd3f2bb7f2d6d9f4e12f5,848026cb5a112334531730bccd7bd5fe6f00b8e5b7ecd3f2bb7f2d6d9f4e12f5,3406417,800000
current_old_50_50,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0001/step_000000800000/summary.json,1,260c9b2fca4e667c6ef7dbc12f2c06a86846808cb4d2c7ea7eeebc407a69f817,260c9b2fca4e667c6ef7dbc12f2c06a86846808cb4d2c7ea7eeebc407a69f817,114082,800000
current_old_50_50,True,head_predictions,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0002/step_000000000000/predictions.npz,2,f08519bd9eccc8befb8ada882115545ee92466531454d56d4389299eae25550f,f08519bd9eccc8befb8ada882115545ee92466531454d56d4389299eae25550f,884134,0
current_old_50_50,True,head_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0002/step_000000000000/summary.json,2,38b79c99fe2abe3d5977c61449a2d588fdefedfa32f7e5feeef652037a1519a0,38b79c99fe2abe3d5977c61449a2d588fdefedfa32f7e5feeef652037a1519a0,70000,0
current_old_50_50,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0002/step_000000000000/rollout_summary.csv,2,a54ea4ab26ace41bb4be1dd5befbcf76863b0bf0a53f602c14330415d1e0298a,a54ea4ab26ace41bb4be1dd5befbcf76863b0bf0a53f602c14330415d1e0298a,1491252,0
current_old_50_50,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0002/step_000000000000/summary.json,2,c4abdfc8c40209c80be0e34a2ef4aeac00dad90d7c2f8d04c29106a9add270f4,c4abdfc8c40209c80be0e34a2ef4aeac00dad90d7c2f8d04c29106a9add270f4,94105,0
current_old_50_50,True,head_predictions,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0002/step_000000200000/predictions.npz,2,70cc3a2905388df7ffe0cd59dd8053532aed07396c019ff0782868988d375b31,70cc3a2905388df7ffe0cd59dd8053532aed07396c019ff0782868988d375b31,1719863,200000
current_old_50_50,True,head_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0002/step_000000200000/summary.json,2,a083642edb2e4957c9fe79543e375c0a1a60bbd784b1fc5feede4e927e5a9c80,a083642edb2e4957c9fe79543e375c0a1a60bbd784b1fc5feede4e927e5a9c80,98662,200000
current_old_50_50,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0002/step_000000200000/rollout_summary.csv,2,e64150c4a154572afcceec9f8ec6f29df585c8e7a0799eec936c960b2dcd8e4a,e64150c4a154572afcceec9f8ec6f29df585c8e7a0799eec936c960b2dcd8e4a,3262823,200000
current_old_50_50,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0002/step_000000200000/summary.json,2,602b7d94993ff34cc558010af67ed24d8c6d1c57c67407cd161b015c0adf5c51,602b7d94993ff34cc558010af67ed24d8c6d1c57c67407cd161b015c0adf5c51,114030,200000
current_old_50_50,True,head_predictions,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0002/step_000000400000/predictions.npz,2,1d15d9a7fbe2853c12d3672338c9e5f64c4d4b979d5cb698798e7a457145d737,1d15d9a7fbe2853c12d3672338c9e5f64c4d4b979d5cb698798e7a457145d737,1749949,400000
current_old_50_50,True,head_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0002/step_000000400000/summary.json,2,5729f0c34f276e9e9c874d30c351f1675719ff33b7f49e73a921d61fff933eb0,5729f0c34f276e9e9c874d30c351f1675719ff33b7f49e73a921d61fff933eb0,98004,400000
current_old_50_50,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0002/step_000000400000/rollout_summary.csv,2,790b5766a9fb71310d4d186652353208ff99b83b0d87c3007c05fd6540d737da,790b5766a9fb71310d4d186652353208ff99b83b0d87c3007c05fd6540d737da,3294902,400000
current_old_50_50,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0002/step_000000400000/summary.json,2,e5b8e0dc4d746ddfc343654c71b6acd5dda3f5633e033b18efd5c00bba0c7b13,e5b8e0dc4d746ddfc343654c71b6acd5dda3f5633e033b18efd5c00bba0c7b13,114936,400000
current_old_50_50,True,head_predictions,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0002/step_000000600000/predictions.npz,2,a6740a17801cc2e23ddc17a3f1e2028945874df03da521802c2f527fc5d11c2b,a6740a17801cc2e23ddc17a3f1e2028945874df03da521802c2f527fc5d11c2b,1812903,600000
current_old_50_50,True,head_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0002/step_000000600000/summary.json,2,36e36c9b72dfa9f4d032bf03ad835591774cb9ca6096c5bf4204bcc0f2b86834,36e36c9b72dfa9f4d032bf03ad835591774cb9ca6096c5bf4204bcc0f2b86834,98105,600000
current_old_50_50,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0002/step_000000600000/rollout_summary.csv,2,1d50375b68a4cdb7d03438ca54f6aacb0bd5e268e49f51f97cea4f90054f7316,1d50375b68a4cdb7d03438ca54f6aacb0bd5e268e49f51f97cea4f90054f7316,3252275,600000
current_old_50_50,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0002/step_000000600000/summary.json,2,6292ad4e69d0b698db223cdf8bde3ffcc9728a6ad0e6881271e95a83dfde087c,6292ad4e69d0b698db223cdf8bde3ffcc9728a6ad0e6881271e95a83dfde087c,114024,600000
current_old_50_50,True,head_predictions,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0002/step_000000800000/predictions.npz,2,478098d271c5607da367dcf82232876b6e41a4a5256c0c66605535eb4208634c,478098d271c5607da367dcf82232876b6e41a4a5256c0c66605535eb4208634c,1808113,800000
current_old_50_50,True,head_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/current_old_50_50/seed_0002/step_000000800000/summary.json,2,e81c85323a2dade254581be97c4521fc3095642dcb651178b761d9d30a2e7b83,e81c85323a2dade254581be97c4521fc3095642dcb651178b761d9d30a2e7b83,97766,800000
current_old_50_50,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0002/step_000000800000/rollout_summary.csv,2,1b9d67deb8e8e4e99512729f7bb670691b89477ada499525377c0b2d1d0d49e0,1b9d67deb8e8e4e99512729f7bb670691b89477ada499525377c0b2d1d0d49e0,3265689,800000
current_old_50_50,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/current_old_50_50/seed_0002/step_000000800000/summary.json,2,9b448f6ab1a81ffa47951878273d39243d9d3a21f7b6a4571d4dad186b1283d8,9b448f6ab1a81ffa47951878273d39243d9d3a21f7b6a4571d4dad186b1283d8,114019,800000
fifo_100k,True,head_predictions,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/fifo_100k/seed_0000/step_000000000000/predictions.npz,0,e3159a5f3dd68e1a71f1ec33345198a068855687667852000130cba404cf92f1,e3159a5f3dd68e1a71f1ec33345198a068855687667852000130cba404cf92f1,1112612,0
fifo_100k,True,head_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/fifo_100k/seed_0000/step_000000000000/summary.json,0,6625bdef42c82f7921c2f67a87580d3ee0f82a107b3c6f0a1ddf07700222cb91,6625bdef42c82f7921c2f67a87580d3ee0f82a107b3c6f0a1ddf07700222cb91,69995,0
fifo_100k,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/fifo_100k/seed_0000/step_000000000000/rollout_summary.csv,0,e3880208bddae21155a28e18d0fd2434a7a132ebcf75916a3ad122e4f8b6dda1,e3880208bddae21155a28e18d0fd2434a7a132ebcf75916a3ad122e4f8b6dda1,1474950,0
fifo_100k,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/fifo_100k/seed_0000/step_000000000000/summary.json,0,3382651179ec32ff030394e4ee8a409df1123ef330aa690f2716d0fc33c050ab,3382651179ec32ff030394e4ee8a409df1123ef330aa690f2716d0fc33c050ab,94094,0
fifo_100k,True,head_predictions,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/fifo_100k/seed_0000/step_000000200000/predictions.npz,0,3dfbaab679850e46c3258fed7652c397466a52e0aebe9aa821cd4365030c768f,3dfbaab679850e46c3258fed7652c397466a52e0aebe9aa821cd4365030c768f,2164285,200000
fifo_100k,True,head_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/fifo_100k/seed_0000/step_000000200000/summary.json,0,d85854797842e3d4928fb02e7d8864a3782db25fa8a5627fc8b4e2bcc9083a8f,d85854797842e3d4928fb02e7d8864a3782db25fa8a5627fc8b4e2bcc9083a8f,97955,200000
fifo_100k,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/fifo_100k/seed_0000/step_000000200000/rollout_summary.csv,0,7e9ba1155d5026da94fa88d962e5c424c8313e41ac0b4cbafe4b1e928f15ea2d,7e9ba1155d5026da94fa88d962e5c424c8313e41ac0b4cbafe4b1e928f15ea2d,3248527,200000
fifo_100k,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/fifo_100k/seed_0000/step_000000200000/summary.json,0,71dd8f0a725e9ac3d1f919ba9680e135347bf16cccb5a2574bf6670dd85f2860,71dd8f0a725e9ac3d1f919ba9680e135347bf16cccb5a2574bf6670dd85f2860,113842,200000
fifo_100k,True,head_predictions,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/fifo_100k/seed_0000/step_000000400000/predictions.npz,0,acbeab77aa72215a4ed9bf87dd0005b0d03ae7c56fad2f2e768b839606f25972,acbeab77aa72215a4ed9bf87dd0005b0d03ae7c56fad2f2e768b839606f25972,1993449,400000
fifo_100k,True,head_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/fifo_100k/seed_0000/step_000000400000/summary.json,0,12793701bb90a85b8dc72433dfddb70c97bfd69b07942f04063fcafd0121c505,12793701bb90a85b8dc72433dfddb70c97bfd69b07942f04063fcafd0121c505,97949,400000
fifo_100k,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/fifo_100k/seed_0000/step_000000400000/rollout_summary.csv,0,5a790ba2d8423bd7416c41ca6ee86a617802ed353eb0117fb103d71561b339b6,5a790ba2d8423bd7416c41ca6ee86a617802ed353eb0117fb103d71561b339b6,3374526,400000
fifo_100k,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/fifo_100k/seed_0000/step_000000400000/summary.json,0,c921916c4a080b9b75c997286b45beb38b7c17d4f314536b74fe8837ecd10010,c921916c4a080b9b75c997286b45beb38b7c17d4f314536b74fe8837ecd10010,114326,400000
fifo_100k,True,head_predictions,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/fifo_100k/seed_0000/step_000000600000/predictions.npz,0,e1e4d2f4e3dfdcd0bb65399ede75eb619f2637ec1e56a4ee16fd0b2f2e9f41b7,e1e4d2f4e3dfdcd0bb65399ede75eb619f2637ec1e56a4ee16fd0b2f2e9f41b7,2084629,600000
fifo_100k,True,head_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/head/fifo_100k/seed_0000/step_000000600000/summary.json,0,cc57d268938c37f8a103fe5caea7d1ce88b433c5413cf3e261b1ebd1de81aaf0,cc57d268938c37f8a103fe5caea7d1ce88b433c5413cf3e261b1ebd1de81aaf0,98337,600000
fifo_100k,True,critic_rollouts,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/fifo_100k/seed_0000/step_000000600000/rollout_summary.csv,0,bb5612f1a886178926c09934683c551fd8c6df4ca419d6bcf5c92ac1fb56372b,bb5612f1a886178926c09934683c551fd8c6df4ca419d6bcf5c92ac1fb56372b,3356738,600000
fifo_100k,True,critic_summary,/home/localadmin/experiment_logs/minigrid/sequential_baseline_12m_v1/diagnostics/critic_provenance/fifo_100k/seed_0000/step_000000600000/summary.json,0,00d65389ed085e4294928aea59185f988a9c6837aa39fc631876fd5220dd65b1,00d65389ed085e4294928aea59185f988a9c6837aa39fc631876fd5220dd65b1,115193,600000
